1698000 2368
1699000 1668
1700000 -3340
1701000 4227
1702000 9479
1703000 -920
1704000 -7177
1705000 1890
1706000 4764
1707000 -1850
1708000 -11013
1709000 729
1710000 6307
1711000 171
1712000 -10447
1713000 -1882
1714000 4929
1715000 2079
1716000 -8686
1717000 7544
1718000 9485
1719000 -2577
1720000 -11147
1721000 10407
1722000 5349
1723000 -1942
1724000 -7785
1725000 150
1726000 8002
1727000 -8344
1728000 -7363
1729000 1625
1730000 6961
1731000 -2689
1732000 -4080
1733000 5053
1734000 8206
1735000 4069
1736000 -9044
1737000 -12293
1738000 3956
1739000 2517
1740000 2243
1741000 -3557
1742000 4279
1743000 1203
1744000 -4081
1745000 -4967
1746000 6289
1747000 5115
1748000 178
1749000 -1873
1750000 8540
1751000 -4148
1752000 -9671
1753000 -9358
1754000 595
1755000 -2361
1756000 -3728
1757000 -1618
1758000 -6516
1759000 13611
1760000 -3935
1761000 411
1762000 259
1763000 3005
1764000 -3266
1765000 -1771
1766000 -113
1767000 2921
1768000 -4425
1769000 -827
1770000 7491
1771000 3865
1772000 -3245
1773000 1107
1774000 2788
1775000 4489
1776000 -7735
1777000 -5936
1778000 1605
1779000 3645
1780000 -11111
1781000 16383
1782000 -1839
1783000 11965
1784000 3106
1785000 1718
1786000 2556
1787000 -8092
1788000 -3990
1789000 2570
1790000 7670
1791000 -5481
1792000 7378
1793000 144
1794000 5662
1795000 2526
1796000 -3124
1797000 -9627
1798000 2001
1799000 -5616
1800000 2610
1801000 -8253
1802000 -3491
1803000 9252
1804000 -6061
1805000 -325
1806000 -7771
1807000 -622
1808000 4790
1809000 1700
1810000 2641
1811000 4210
1812000 -4641
1813000 -6091
1814000 -5181
1815000 -4990
1816000 5371
1817000 7650
1818000 -2415
1819000 588
1820000 -2635
1821000 4209
1822000 85
1823000 4761
1824000 9395
1825000 13494
1826000 -2858
1827000 8822
1828000 4562
1829000 -5113
1830000 -4130
1831000 2619
1832000 1424
1833000 -710
1834000 -6995
1835000 -3921
1836000 1765
1837000 -4094
1838000 4608
1839000 1276
1840000 11555
1841000 4884
1842000 -2716
1843000 -3734
1844000 -6492
1845000 -2505
1846000 -2914
1847000 -4644
1848000 -12985
1849000 4618
1850000 -9103
1851000 -65
1852000 1596
1853000 -139
1854000 1336
1855000 5419
1856000 9185
1857000 -1875
1858000 -7822
1859000 -2164
1860000 -7469
1861000 -1901
1862000 -2528
1863000 -4207
1864000 3602
1865000 2879
1866000 1728
1867000 -2555
1868000 -578
1869000 5451
1870000 -13451
1871000 -15611
1872000 4214
1873000 -10438
1874000 -1105
1875000 -7521
1876000 -3737
1877000 -4739
1878000 -3572
1879000 6323
1880000 6090
1881000 5337
1882000 8586
1883000 -4618
1884000 -7310
1885000 -6323
1886000 -1674
1887000 3997
1888000 1414
1889000 4471
1890000 3137
1891000 8667
1892000 -1830
1893000 3601
1894000 -12439
1895000 3183
1896000 4651
1897000 8893
1898000 -133
1899000 993
1900000 1550
1901000 -5819
1902000 -8755
1903000 -2166
1904000 4446
1905000 4014
1906000 9925
1907000 3075
1908000 2802
1909000 -311
1910000 -4751
1911000 -4715
1912000 -6851
1913000 -5003
1914000 3726
1915000 9982
1916000 10489
1917000 -3931
1918000 -10941
1919000 -3201
1920000 -4130
1921000 769
1922000 -4685
1923000 4606
1924000 3949
1925000 6379
1926000 -1999
1927000 6804
1928000 -4615
1929000 -3612
1930000 -9333
1931000 3453
1932000 736
1933000 4374
1934000 -792
1935000 4208
1936000 -1379
1937000 -1129
1938000 281
1939000 -5752
1940000 -2679
1941000 5155
1942000 6229
1943000 5111
1944000 3496
1945000 1403
1946000 786
1947000 772
1948000 -7024
1949000 2647
1950000 -140
1951000 6097
1952000 -1649
1953000 -1700
1954000 -2391
1955000 5978
1956000 -1560
1957000 396
1958000 -5161
1959000 -3921
1960000 1603
1961000 14796
1962000 -12326
1963000 2729
1964000 -6362
1965000 4516
1966000 -2194
1967000 648
1968000 2962
1969000 4093
1970000 -6397
1971000 -8225
1972000 7062
1973000 1149
1974000 -2481
1975000 -512
1976000 8302
1977000 9196
1978000 -4032
1979000 40
1980000 7270
1981000 2346
1982000 -4480
1983000 -1889
1984000 1188
1985000 -9389
1986000 1200
1987000 -2922
1988000 9457
1989000 -5806
1990000 5849
1991000 2968
1992000 9646
1993000 -5573
1994000 -2443
1995000 -954
1996000 5360
1997000 -6323
1998000 2401
1999000 1960
2000000 6012
2001000 -9657
2002000 1013
2003000 -729
2004000 -1143
2005000 -15802
2006000 -10902
2007000 -6363
2008000 8044
2009000 5163
2010000 3108
2011000 2365
2012000 2284
2013000 1136
2014000 1784
2015000 -6307
2016000 -687
2017000 5480
2018000 -5828
2019000 9948
2020000 -9671
2021000 -2431
2022000 -5693
2023000 12303
2024000 1486
2025000 2696
2026000 2983
2027000 -965
2028000 -4199
2029000 3533
2030000 -822
2031000 9507
2032000 -590
2033000 -2440
2034000 -2936
2035000 137
2036000 -5318
2037000 -9295
2038000 2909
2039000 9052
2040000 15954
2041000 -143
2042000 5780
2043000 -5492
2044000 -1282
2045000 -12575
2046000 2852
2047000 -5666
2048000 -96
2049000 -113
2050000 13197
2051000 -16384
2052000 10631
2053000 -4564
2054000 -1874
2055000 -7679
2056000 1147
2057000 -10067
2058000 -1820
2059000 3484
2060000 10251
2061000 -2410
2062000 -1342
2063000 4098
2064000 -1727
2065000 -5449
2066000 -1754
2067000 1886
2068000 -1453
2069000 -3604
2070000 -3954
2071000 -6827
2072000 -7251
2073000 2665
2074000 -2816
2075000 1425
2076000 -2349
2077000 -1814
2078000 -7470
2079000 7913
2080000 -3489
2081000 -2037
2082000 -9741
2083000 7106
2084000 5748
2085000 -4231
2086000 -2037
2087000 13225
2088000 203
2089000 -2420
2090000 2506
2091000 4901
2092000 -1024
2093000 1604
2094000 -799
2095000 12409
2096000 6675
2097000 15661
2098000 192
2099000 1545
2100000 -1049
2101000 524
2102000 -3343
2103000 1512
2104000 -595
2105000 2122
